beneficiary_id,age,area_type,occupation,estimated_monthly_income,asset_score,business_years,residence_years,shg_member,dependents,proposed_emi,first_time_borrower,risk_score,risk_bucket
B05814,38,Rural,Auto Driver,15203.0,0,1,5,1,3,4511,1,49.9578046544156,High
B05815,27,Semi-Urban,Agriculture,10093.0,1,18,4,0,1,3353,1,110.98543296347195,Medium
B05816,49,Rural,Delivery Worker,16469.0,1,3,8,1,1,5551,0,88.13910106209535,High
B05817,51,Semi-Urban,Garment Manufacturer,26306.0,1,14,11,0,4,1313,1,112.52943202279853,Medium
B05818,45,Rural,Tailor,15983.0,0,13,27,0,4,4419,0,115.40526597959855,Medium
B05819,58,Rural,Auto Driver,15735.0,0,2,10,0,4,5892,0,30.775939595270692,High
B05820,34,Urban,Small Retail Shop,24562.85,2,22,20,1,2,6155,0,216.58308632423052,Low
B05821,28,Semi-Urban,Tailor,14338.0,0,4,32,0,3,1261,0,86.70283246478473,High
B05822,47,Rural,Milk Vendor,15930.0,1,15,27,0,1,3204,0,149.47419773278537,Medium
B05823,22,Semi-Urban,Delivery Worker,17397.0,0,5,18,0,5,5430,1,58.73850233469631,High
B05824,37,Urban,Street Vendor,15554.9,0,10,26,0,1,3059,0,109.19604435091239,Medium
B05825,57,Rural,Delivery Worker,19225.0,0,9,35,0,3,6943,0,119.2848148046187,Medium
B05826,34,Rural,Auto Driver,15564.0,0,18,28,0,4,1895,0,138.8594949743154,Medium
B05827,45,Semi-Urban,Delivery Worker,17282.0,0,3,1,0,2,3565,0,26.593058269338115,High
B05828,50,Rural,Agriculture,10982.0,1,14,34,0,1,4642,0,153.67449381873257,Medium
B05829,49,Rural,Garment Manufacturer,26877.0,2,10,26,0,5,1947,1,137.3564776218968,Medium
B05830,40,Urban,Handloom Weaver,20197.449999999997,0,17,6,1,2,2060,1,132.489053668009,Medium
B05831,41,Rural,Handloom Weaver,15698.0,1,15,25,0,1,4654,0,144.70980232464618,Medium
B05832,42,Semi-Urban,Delivery Worker,16297.0,0,18,17,0,3,2127,1,121.34667625826589,Medium
B05833,55,Semi-Urban,Delivery Worker,17231.0,0,17,26,1,1,6158,1,172.62686131550646,Low
B05834,57,Semi-Urban,Garment Manufacturer,27028.0,2,3,21,1,5,6686,0,125.47202282930186,Medium
B05835,36,Semi-Urban,Handloom Weaver,13271.0,1,16,32,1,2,3733,1,187.71455185223448,Low
B05836,37,Rural,Daily Wage Worker,10243.0,0,19,25,0,1,4523,1,143.0941490187513,Medium
B05837,36,Rural,Auto Driver,14330.0,0,13,32,1,5,3612,1,150.01562870112662,Medium
B05838,22,Rural,Tailor,14667.0,0,23,19,0,1,1521,1,152.95769391980102,Medium
B05839,24,Semi-Urban,Daily Wage Worker,9827.0,1,17,2,0,1,4148,0,102.3426240185271,High
B05840,41,Rural,Garment Manufacturer,27128.0,1,23,35,0,4,6110,1,202.11498062958754,Low
B05841,59,Rural,Delivery Worker,18936.0,0,16,16,1,5,1006,0,135.72310398858176,Medium
B05842,54,Urban,Auto Driver,20365.35,1,9,16,1,1,6639,1,134.9858397931328,Medium
B05843,50,Urban,Small Retail Shop,22491.699999999997,0,24,33,0,2,1870,0,190.12336409478723,Low
B05844,26,Rural,Small Retail Shop,21724.0,2,21,24,1,3,2779,1,213.83133415211302,Low
B05845,37,Rural,Milk Vendor,14303.0,0,12,31,0,4,1892,0,116.3921651736625,Medium
B05846,59,Semi-Urban,Milk Vendor,13114.0,0,3,23,0,4,4188,0,58.64366474274372,High
B05847,45,Semi-Urban,Auto Driver,18518.0,1,9,17,1,4,1153,0,124.6103100132583,Medium
B05848,25,Rural,Street Vendor,12952.0,0,16,33,1,3,5357,1,171.44789169547678,Low
B05849,25,Rural,Delivery Worker,18927.0,0,5,37,0,5,4921,0,98.83567448416309,High
B05850,40,Semi-Urban,Agriculture,13007.0,1,19,36,0,2,6945,1,178.96797636994899,Low
B05851,36,Urban,Small Retail Shop,24044.199999999997,2,22,19,0,3,5453,1,180.8630818651169,Low
B05852,57,Semi-Urban,Delivery Worker,16617.0,2,13,21,1,2,1009,0,170.8502613538445,Low
B05853,60,Rural,Delivery Worker,16899.0,0,2,39,0,2,5967,1,97.23429260987761,High
B05854,29,Rural,Garment Manufacturer,28571.0,2,19,19,1,4,4339,0,198.1057294226062,Low
B05855,25,Semi-Urban,Handloom Weaver,16973.0,0,18,8,0,1,4100,0,110.99035024542583,Medium
B05856,22,Rural,Daily Wage Worker,8725.0,0,12,26,0,2,2882,1,108.04570783861662,Medium
B05857,29,Rural,Small Retail Shop,19177.0,0,18,18,0,2,2867,0,129.22123827096453,Medium
B05858,56,Rural,Milk Vendor,14840.0,0,5,14,1,2,2789,1,89.09971453060783,High
B05859,42,Semi-Urban,Delivery Worker,19261.0,0,20,18,1,2,6721,1,168.83414038788308,Low
B05860,42,Semi-Urban,Tailor,16879.0,2,20,37,1,4,5337,0,227.22798530932457,Low
B05861,42,Semi-Urban,Daily Wage Worker,8400.0,1,8,28,1,2,5697,0,138.8167942776235,Medium
B05862,54,Semi-Urban,Handloom Weaver,16331.0,0,22,33,1,1,5978,1,207.90924057556538,Low
B05863,49,Urban,Milk Vendor,15811.349999999999,0,16,6,0,5,2549,0,82.43493531764068,High
B05864,58,Semi-Urban,Garment Manufacturer,29226.0,2,2,7,1,5,6784,1,95.1450727626765,High
B05865,53,Rural,Small Retail Shop,19954.0,1,13,5,1,2,1678,0,126.60528566726167,Medium
B05866,38,Rural,Auto Driver,14348.0,0,1,27,1,4,5295,1,89.03796985599853,High
B05867,27,Semi-Urban,Tailor,12113.0,1,5,8,1,1,2725,1,92.48172009448221,High
B05868,21,Rural,Small Retail Shop,19485.0,2,23,38,1,1,3510,1,256.0089974664869,Low
B05869,53,Urban,Agriculture,15798.699999999999,1,21,33,1,2,6274,1,214.8562345022862,Low
B05870,21,Rural,Handloom Weaver,16683.0,1,12,12,0,4,2384,1,96.1725280660706,High
B05871,44,Rural,Handloom Weaver,14995.0,1,4,37,0,5,1994,1,104.56795175583507,High
B05872,24,Semi-Urban,Small Retail Shop,18939.0,0,5,37,0,3,6811,0,105.01883929542821,High
B05873,24,Semi-Urban,Handloom Weaver,14152.0,0,11,15,1,2,5852,1,116.8576805178886,Medium
B05874,38,Semi-Urban,Auto Driver,16094.0,1,10,17,0,2,1339,1,103.97001305952953,High
B05875,47,Semi-Urban,Garment Manufacturer,27869.0,2,8,37,1,2,4333,0,190.98054969285167,Low
B05876,52,Rural,Auto Driver,15160.0,0,21,29,0,4,4356,1,154.38214333841157,Low
B05877,53,Rural,Agriculture,10295.0,2,9,3,1,3,2718,1,107.11438630208184,Medium
B05878,48,Urban,Garment Manufacturer,32104.55,2,7,11,0,4,3663,0,101.70951348920062,High
B05879,56,Rural,Street Vendor,13434.0,0,14,26,1,2,3626,0,152.03069956699767,Medium
B05880,26,Rural,Milk Vendor,15618.0,0,11,6,1,3,3595,0,97.3870862223635,High
B05881,36,Rural,Small Retail Shop,18953.0,1,18,35,0,1,6520,0,182.25618968143033,Low
B05882,54,Rural,Garment Manufacturer,26586.0,2,18,24,1,1,2392,1,212.11499940746276,Low
B05883,43,Semi-Urban,Garment Manufacturer,27458.0,2,22,39,0,3,1036,1,224.49319837352758,Low
B05884,44,Semi-Urban,Agriculture,10892.0,2,8,34,1,2,4065,1,168.07836922470548,Low
B05885,33,Semi-Urban,Auto Driver,17337.0,0,2,24,0,4,5543,0,61.22630519081983,High
B05886,38,Semi-Urban,Agriculture,12332.0,2,22,19,1,2,5280,0,202.79684200864742,Low
B05887,33,Rural,Auto Driver,14299.0,0,21,13,0,3,5801,0,124.71473305962036,Medium
B05888,57,Rural,Garment Manufacturer,29469.0,2,7,9,0,2,2784,1,102.17580530530992,High
B05889,59,Rural,Handloom Weaver,15109.0,0,5,19,0,2,2910,0,68.80521787506208,High
B05890,37,Rural,Handloom Weaver,15385.0,0,14,32,1,1,6130,1,169.87624615455763,Low
B05891,35,Rural,Auto Driver,18569.0,0,14,21,1,5,5453,1,136.13663156783463,Medium
B05892,38,Rural,Daily Wage Worker,8618.0,1,3,32,0,4,4216,0,87.1600664932304,High
B05893,43,Semi-Urban,Daily Wage Worker,9703.0,0,6,12,1,2,3876,1,83.96891075412526,High
B05894,50,Semi-Urban,Street Vendor,13419.0,1,23,29,0,1,6074,1,186.7855229535167,Low
B05895,54,Urban,Tailor,18202.199999999997,2,17,33,0,5,1668,1,173.59042569455332,Low
B05896,24,Semi-Urban,Daily Wage Worker,10035.0,0,24,1,0,1,2100,1,116.72675308976939,Medium
B05897,23,Rural,Daily Wage Worker,10860.0,0,8,4,0,2,3196,0,48.79910237829428,High
B05898,27,Rural,Auto Driver,16385.0,1,20,13,0,4,2380,0,134.28712209485508,Medium
B05899,38,Rural,Delivery Worker,15228.0,0,24,23,0,5,4908,0,152.22526198509243,Medium
B05900,27,Rural,Handloom Weaver,15421.0,0,3,28,0,2,4634,1,78.67462267399534,High
B05901,60,Rural,Street Vendor,14256.0,1,15,12,1,3,2819,0,140.48076836826266,Medium
B05902,26,Rural,Daily Wage Worker,12542.0,0,5,19,0,2,6774,1,66.8968140204705,High
B05903,42,Semi-Urban,Small Retail Shop,21152.0,1,19,33,0,1,6123,1,184.56393069739926,Low
B05904,21,Semi-Urban,Handloom Weaver,16035.0,0,2,18,0,2,2022,0,54.16853453658016,High
B05905,24,Semi-Urban,Agriculture,9968.0,1,21,34,0,3,1677,1,177.76109987168067,Low
B05906,49,Rural,Tailor,12853.0,0,8,30,0,3,3498,1,98.83374078972864,High
B05907,41,Semi-Urban,Milk Vendor,14120.0,2,9,6,1,2,3551,0,120.22705043150792,Medium
B05908,46,Semi-Urban,Milk Vendor,16474.0,0,5,4,1,3,6898,0,67.39063241727504,High
B05909,34,Semi-Urban,Street Vendor,12470.0,0,3,12,0,1,6554,1,47.04233122156827,High
B05910,29,Rural,Delivery Worker,15092.0,1,12,23,0,3,6082,1,119.85818247673177,Medium
B05911,32,Semi-Urban,Daily Wage Worker,12656.0,0,3,28,1,3,4189,1,101.9989158891352,High
B05912,26,Semi-Urban,Handloom Weaver,17641.0,0,24,11,1,4,6222,1,164.4974353230189,Low
B05913,40,Rural,Handloom Weaver,13187.0,0,19,28,0,1,5578,0,151.99993534039464,Medium
B05914,44,Rural,Street Vendor,15770.0,0,16,34,0,3,2080,0,146.00961985911732,Medium
B05915,47,Rural,Small Retail Shop,19103.0,1,16,34,1,2,1388,1,197.231946691718,Low
B05916,58,Semi-Urban,Agriculture,11726.0,2,1,21,1,3,3900,0,107.92033538330111,Medium
B05917,28,Semi-Urban,Delivery Worker,19093.0,0,17,36,1,5,6784,0,180.7959892217074,Low
B05918,21,Rural,Delivery Worker,15590.0,0,21,28,0,5,4869,0,148.8680641476073,Medium
B05919,44,Rural,Handloom Weaver,13849.0,0,20,34,1,1,6170,0,199.06034457352223,Low
B05920,27,Urban,Small Retail Shop,26245.3,2,3,29,0,5,6361,0,110.93875324504945,Medium
B05921,39,Rural,Small Retail Shop,18335.0,1,17,26,1,5,6540,0,174.9236306569877,Low
B05922,42,Rural,Handloom Weaver,13362.0,0,23,13,0,3,3118,1,133.35032539427962,Medium
B05923,55,Rural,Small Retail Shop,20021.0,0,17,34,0,1,2382,0,161.89542524599554,Low
B05924,50,Semi-Urban,Daily Wage Worker,10569.0,0,16,19,1,4,3050,0,136.68964162589577,Medium
B05925,49,Semi-Urban,Street Vendor,13075.0,2,6,8,1,3,6817,1,106.30831356876428,Medium
B05926,42,Rural,Tailor,16458.0,0,18,29,0,4,2128,0,142.30659872140595,Medium
B05927,31,Urban,Garment Manufacturer,31867.649999999998,2,14,16,1,2,3631,0,180.7395746428832,Low
B05928,40,Semi-Urban,Small Retail Shop,18143.0,1,20,28,0,5,2684,1,162.1572876559516,Low
B05929,49,Rural,Handloom Weaver,16268.0,0,8,30,1,3,1913,1,132.625624094132,Medium
B05930,54,Semi-Urban,Milk Vendor,14685.0,0,19,23,0,1,3489,0,143.5393598154109,Medium
B05931,21,Rural,Milk Vendor,16936.0,1,9,29,1,5,4081,1,143.4899355077227,Medium
B05932,51,Semi-Urban,Daily Wage Worker,10165.0,1,21,20,1,2,2555,0,183.20618794045936,Low
B05933,50,Rural,Daily Wage Worker,10654.0,0,22,17,0,5,3535,0,126.76926654200122,Medium
B05934,38,Semi-Urban,Daily Wage Worker,8631.0,1,18,26,0,5,4184,0,139.2882518424415,Medium
B05935,37,Rural,Daily Wage Worker,12191.0,0,1,39,0,4,4100,0,81.42990306629402,High
B05936,58,Urban,Milk Vendor,16760.1,2,21,33,0,2,6744,0,201.15049723695319,Low
B05937,34,Rural,Daily Wage Worker,10770.0,0,17,14,0,1,1349,0,112.3299891515688,Medium
B05938,43,Semi-Urban,Delivery Worker,15985.0,1,4,31,1,5,3211,1,124.22184511355658,Medium
B05939,45,Rural,Auto Driver,14204.0,1,16,16,1,5,2055,1,146.22630435153087,Medium
B05940,35,Urban,Milk Vendor,17393.75,0,24,21,1,1,6445,0,194.45567622673462,Low
B05941,42,Semi-Urban,Milk Vendor,12799.0,1,12,35,0,1,1864,0,148.87607349935982,Medium
B05942,23,Rural,Agriculture,9739.0,1,13,19,1,3,1451,0,140.99463123887904,Medium
B05943,39,Urban,Milk Vendor,18451.75,0,2,6,1,3,6962,0,59.71706927847502,High
B05944,54,Rural,Auto Driver,16512.0,1,22,23,0,5,5037,0,159.4288516841885,Low
B05945,55,Semi-Urban,Small Retail Shop,22451.0,2,12,26,0,3,6259,1,148.0109388426312,Medium
B05946,21,Semi-Urban,Milk Vendor,17160.0,0,10,9,1,5,3084,1,93.14471427876987,High
B05947,41,Rural,Delivery Worker,15408.0,1,15,13,0,1,6805,0,120.53230976295522,Medium
B05948,49,Urban,Milk Vendor,17286.8,0,5,15,0,3,3078,0,60.08602254748313,High
B05949,26,Rural,Small Retail Shop,19876.0,1,1,32,0,2,1643,0,96.54746843539617,High
B05950,57,Rural,Agriculture,13032.0,0,8,39,0,2,2678,0,120.93499854274563,Medium
B05951,21,Urban,Garment Manufacturer,32020.6,2,21,17,0,1,4657,1,187.90889543684423,Low
B05952,21,Semi-Urban,Street Vendor,13267.0,1,18,29,0,5,2285,0,150.6553704035541,Medium
B05953,47,Rural,Small Retail Shop,22764.0,2,6,18,1,2,4221,1,139.08093092512257,Medium
B05954,41,Rural,Milk Vendor,13012.0,0,23,34,1,3,2853,0,204.3289562481441,Low
B05955,36,Semi-Urban,Street Vendor,15480.0,2,1,25,0,4,1990,1,86.34221182711795,High
B05956,60,Rural,Daily Wage Worker,9198.0,0,14,12,0,5,1911,0,79.57877301193928,High
B05957,46,Urban,Tailor,16271.349999999999,0,10,15,1,3,1173,1,111.15276871262827,Medium
B05958,36,Semi-Urban,Garment Manufacturer,25959.0,1,4,24,0,5,6565,0,90.02510562656126,High
B05959,48,Rural,Small Retail Shop,22102.0,1,18,9,0,3,5537,0,126.57311139680533,Medium
B05960,21,Rural,Street Vendor,13379.0,0,23,20,1,1,6027,1,184.0772094818628,Low
B05961,56,Semi-Urban,Auto Driver,17539.0,0,19,25,0,1,3946,1,150.33560643427617,Medium
B05962,30,Rural,Handloom Weaver,15335.0,0,8,24,0,1,5914,0,96.29409968261173,High
B05963,37,Semi-Urban,Auto Driver,15286.0,0,12,26,1,1,2289,0,148.54342746412422,Medium
B05964,43,Urban,Garment Manufacturer,30624.499999999996,2,10,14,0,3,4629,1,123.9231605729874,Medium
B05965,27,Semi-Urban,Milk Vendor,15616.0,0,13,5,1,2,4807,0,107.79913154273933,Medium
B05966,27,Rural,Auto Driver,16954.0,0,7,29,0,3,3181,1,96.95330460254321,High
B05967,35,Rural,Small Retail Shop,18263.0,1,24,8,1,3,5203,0,176.8418863044836,Low
B05968,54,Semi-Urban,Agriculture,13699.0,1,17,17,1,4,3719,1,156.0312077365057,Low
B05969,24,Semi-Urban,Tailor,12333.0,1,12,22,1,4,3667,1,141.54991037164066,Medium
B05970,34,Semi-Urban,Auto Driver,16682.0,0,6,18,1,3,2755,0,99.80921647497823,High
B05971,34,Rural,Tailor,13480.0,1,23,27,0,1,4293,1,183.29715150840903,Low
B05972,36,Urban,Small Retail Shop,20748.3,2,7,2,1,4,3921,0,102.89787155769653,High
B05973,27,Rural,Daily Wage Worker,8965.0,0,13,1,1,4,4582,0,85.73861185335423,High
B05974,52,Semi-Urban,Street Vendor,14235.0,1,14,8,1,3,3256,0,128.0417635338811,Medium
B05975,39,Semi-Urban,Garment Manufacturer,27705.0,2,23,21,0,5,6951,1,186.30513104012164,Low
B05976,22,Semi-Urban,Small Retail Shop,19822.0,2,23,24,0,4,6055,0,188.22741769581012,Low
B05977,30,Rural,Delivery Worker,18155.0,0,13,2,1,1,5827,1,107.81199321716899,Medium
B05978,37,Semi-Urban,Handloom Weaver,13057.0,2,6,38,0,3,3889,1,135.98135379115664,Medium
B05979,57,Rural,Delivery Worker,18689.0,2,19,28,1,5,1690,1,203.55382353055666,Low
B05980,32,Semi-Urban,Delivery Worker,15460.0,0,13,34,0,2,4678,1,135.25866911420422,Medium
B05981,26,Rural,Tailor,15815.0,1,22,12,1,1,3297,0,180.84171621781474,Low
B05982,42,Rural,Auto Driver,14289.0,0,9,5,1,1,6855,1,91.59847599376873,High
B05983,52,Rural,Small Retail Shop,19120.0,1,11,36,0,3,1821,1,145.90501363490736,Medium
B05984,40,Semi-Urban,Milk Vendor,13232.0,0,10,8,0,2,3451,1,67.43260627657763,High
B05985,21,Semi-Urban,Garment Manufacturer,28782.0,1,3,30,0,1,4420,1,114.43784107094548,Medium
B05986,26,Semi-Urban,Agriculture,14437.0,2,19,10,1,1,4364,1,177.09673781904007,Low
B05987,39,Semi-Urban,Delivery Worker,17038.0,0,7,21,0,3,3168,1,80.96912344489093,High
B05988,38,Semi-Urban,Handloom Weaver,16518.0,0,23,34,1,1,6336,1,214.9591958043504,Low
B05989,26,Rural,Auto Driver,17855.0,0,5,34,1,5,3021,0,121.35133037238448,Medium
B05990,53,Semi-Urban,Street Vendor,14517.0,1,24,4,1,2,1565,1,169.11571820411325,Low
B05991,43,Semi-Urban,Small Retail Shop,20877.0,2,24,11,1,4,1974,1,197.00391287774377,Low
B05992,43,Rural,Daily Wage Worker,9067.0,0,15,22,0,4,6601,0,107.02206691301397,Medium
B05993,46,Rural,Handloom Weaver,16050.0,0,2,23,1,2,3134,0,94.20010594302505,High
B05994,33,Rural,Tailor,13127.0,0,11,34,1,5,3524,1,143.9147986458414,Medium
B05995,27,Rural,Garment Manufacturer,25990.0,2,6,30,0,3,1625,0,132.81695801667306,Medium
B05996,35,Rural,Delivery Worker,19727.0,0,5,25,1,3,5353,1,112.1638721851853,Medium
B05997,47,Rural,Milk Vendor,13957.0,1,20,24,1,4,6671,1,183.24012888498723,Low
B05998,46,Semi-Urban,Daily Wage Worker,10587.0,0,7,25,1,1,2530,1,118.84416948108816,Medium
B05999,53,Rural,Agriculture,14367.0,2,4,30,1,2,4396,0,146.35454140639868,Medium
B06000,35,Rural,Delivery Worker,15127.0,1,5,39,0,5,3069,0,113.95993281051537,Medium
B06001,56,Urban,Milk Vendor,15991.9,0,24,16,1,3,1058,0,175.941035218976,Low
B06002,47,Semi-Urban,Tailor,14361.0,0,5,10,1,2,1822,0,80.68941755297665,High
B06003,25,Rural,Tailor,13000.0,1,10,31,1,1,2294,1,162.1766452934867,Low
B06004,22,Semi-Urban,Auto Driver,18479.0,0,18,11,0,4,3168,0,107.88829479799641,Medium
B06005,53,Rural,Street Vendor,12393.0,0,2,9,0,1,5812,1,35.921001165206036,High
B06006,36,Rural,Agriculture,14481.0,2,15,36,0,5,3166,1,167.39452472016876,Low
B06007,43,Rural,Street Vendor,15166.0,1,9,19,0,4,1664,1,94.89284070455138,High
B06008,58,Urban,Daily Wage Worker,14419.849999999999,0,2,5,0,1,2364,1,30.644587057571997,High
B06009,36,Semi-Urban,Auto Driver,16530.0,1,3,12,0,5,6968,1,52.345411170283676,High
B06010,34,Semi-Urban,Tailor,14564.0,0,22,10,0,5,6091,1,116.65077050568622,Medium
B06011,49,Urban,Tailor,17355.8,1,20,14,0,5,5518,1,133.51257507673148,Medium
B06012,46,Urban,Delivery Worker,22224.899999999998,0,24,20,0,2,1033,0,163.2936599829576,Low
B06013,55,Semi-Urban,Small Retail Shop,21765.0,1,24,20,0,5,5584,0,167.8254201263956,Low
B06014,35,Semi-Urban,Handloom Weaver,17658.0,0,2,36,0,3,2633,1,88.45455812155417,High
B06015,23,Rural,Tailor,12289.0,1,2,25,0,5,2200,1,69.35687365407888,High
B06016,43,Rural,Garment Manufacturer,29018.0,0,19,5,1,1,3033,0,151.62219057013195,Medium
B06017,49,Semi-Urban,Handloom Weaver,17877.0,1,14,27,0,3,4621,1,139.45030912849467,Medium
B06018,54,Semi-Urban,Delivery Worker,17458.0,0,18,2,0,4,2585,0,88.8951539810631,High
B06019,53,Urban,Garment Manufacturer,31830.85,1,21,12,0,3,1698,0,155.67785293477854,Low
B06020,43,Rural,Handloom Weaver,16609.0,0,1,28,1,1,2509,0,103.7300051769585,High
B06021,27,Semi-Urban,Street Vendor,11412.0,1,7,13,1,4,2597,0,100.66119000978598,High
B06022,23,Semi-Urban,Handloom Weaver,14378.0,0,8,21,1,1,6785,0,119.42991981886871,Medium
B06023,52,Rural,Auto Driver,18686.0,1,12,8,0,1,6985,1,100.8002222202897,High
B06024,51,Semi-Urban,Tailor,12710.0,0,4,12,0,2,4816,0,47.731792244735935,High
B06025,38,Semi-Urban,Auto Driver,17486.0,1,23,11,1,2,3237,1,181.84980693132368,Low
B06026,27,Rural,Small Retail Shop,21227.0,1,7,19,0,1,5707,0,103.12967366283124,High
B06027,21,Semi-Urban,Street Vendor,11609.0,1,18,8,0,5,4945,0,106.73255634374816,Medium
B06028,34,Rural,Daily Wage Worker,9467.0,1,18,27,1,2,1737,1,183.45510341262133,Low
B06029,52,Rural,Delivery Worker,15229.0,0,10,7,0,1,5972,0,71.03098616261047,High
B06030,26,Semi-Urban,Tailor,16452.0,0,10,21,1,3,5419,0,123.16080395671777,Medium
B06031,59,Rural,Daily Wage Worker,8935.0,1,6,27,0,1,4914,0,101.58183841664145,High
B06032,30,Rural,Daily Wage Worker,11646.0,1,24,14,0,1,1937,1,159.32669770230845,Low
B06033,27,Rural,Delivery Worker,19622.0,0,12,32,0,4,1140,0,123.65627554953242,Medium
B06034,46,Rural,Daily Wage Worker,12718.0,0,10,29,0,2,2638,0,109.42143029308615,Medium
B06035,54,Rural,Milk Vendor,17019.0,0,13,24,1,4,1931,1,140.29218157849326,Medium
B06036,50,Rural,Auto Driver,14003.0,0,12,28,1,5,4524,1,136.5147407025062,Medium
B06037,56,Semi-Urban,Agriculture,13125.0,1,19,24,0,1,1870,1,158.35869912923886,Low
B06038,41,Urban,Agriculture,13693.05,2,1,2,1,2,5170,0,75.41118096478169,High
B06039,37,Rural,Small Retail Shop,19985.0,2,1,31,1,2,6402,1,140.11897346176406,Medium
B06040,53,Rural,Tailor,13357.0,1,11,12,1,2,5354,1,125.64485681665242,Medium
B06041,30,Rural,Small Retail Shop,18078.0,0,18,1,0,1,1378,0,98.29653920579959,High
B06042,32,Rural,Tailor,13605.0,2,22,21,1,1,1428,1,211.8670220692654,Low
B06043,36,Semi-Urban,Agriculture,14475.0,1,2,29,1,3,4748,0,116.68766000170072,Medium
B06044,52,Semi-Urban,Garment Manufacturer,25027.0,2,6,30,0,4,1909,1,128.78745304412573,Medium
B06045,35,Semi-Urban,Small Retail Shop,19352.0,2,16,1,1,4,4868,0,139.913883223146,Medium
B06046,47,Rural,Auto Driver,14418.0,2,1,22,1,1,1755,1,119.9639876026883,Medium
B06047,48,Urban,Auto Driver,18523.05,0,9,8,1,5,1868,1,88.34534791780459,High
B06048,37,Rural,Milk Vendor,16791.0,0,15,13,0,2,4966,0,103.90319866725724,High
B06049,22,Semi-Urban,Agriculture,10404.0,2,16,14,1,1,5669,0,167.04989561927226,Low
B06050,56,Semi-Urban,Small Retail Shop,22420.0,2,14,1,0,1,1720,1,114.78589182087362,Medium
B06051,27,Semi-Urban,Auto Driver,14778.0,1,7,32,1,1,3445,1,152.25978067978753,Medium
B06052,33,Rural,Agriculture,12738.0,2,1,38,1,2,4486,0,146.49009503828506,Medium
B06053,35,Rural,Auto Driver,17479.0,0,16,12,0,2,2523,0,106.85456339016498,Medium
B06054,45,Semi-Urban,Tailor,13943.0,0,9,16,1,1,3742,0,113.51282228924786,Medium
B06055,43,Rural,Delivery Worker,15041.0,1,11,24,1,3,6124,1,147.4347842137023,Medium
B06056,42,Rural,Street Vendor,15669.0,0,10,20,1,4,4473,0,117.26132225663042,Medium
B06057,46,Semi-Urban,Garment Manufacturer,25440.0,2,11,32,1,3,3897,0,189.0009815692583,Low
B06058,53,Rural,Agriculture,9603.0,2,6,27,1,3,6774,0,140.65492590649416,Medium
B06059,31,Semi-Urban,Milk Vendor,12810.0,0,2,34,0,1,4139,0,86.87562797405879,High
B06060,30,Rural,Small Retail Shop,21455.0,2,18,22,1,2,2765,1,199.7741778369953,Low
B06061,45,Semi-Urban,Milk Vendor,17002.0,2,12,3,1,4,3484,1,123.8639445731268,Medium
B06062,57,Rural,Garment Manufacturer,27015.0,2,14,17,0,3,4560,0,144.04728538494635,Medium
B06063,58,Urban,Garment Manufacturer,33413.25,1,8,14,0,5,6384,0,94.95900465957382,High
B06064,44,Rural,Garment Manufacturer,26860.0,2,4,27,1,2,6499,1,152.15452549051577,Medium
B06065,60,Semi-Urban,Garment Manufacturer,28291.0,1,18,39,1,2,4474,0,226.00807457376087,Low
B06066,53,Urban,Auto Driver,19484.449999999997,2,21,20,0,4,4480,1,170.65003175045481,Low
B06067,37,Rural,Handloom Weaver,15511.0,0,13,31,0,4,6331,1,122.20567397838248,Medium
B06068,44,Rural,Small Retail Shop,19890.0,1,23,31,0,4,2978,1,187.38823204177925,Low
B06069,57,Rural,Small Retail Shop,18279.0,1,14,29,1,1,5999,1,181.4049189933603,Low
B06070,22,Rural,Street Vendor,11397.0,1,20,32,0,2,1456,0,173.72411617432738,Low
B06071,52,Semi-Urban,Delivery Worker,18503.0,1,15,30,0,1,1276,0,157.8956007065166,Low
B06072,44,Rural,Tailor,15871.0,1,20,27,1,1,1097,1,202.2906246023573,Low
B06073,29,Urban,Street Vendor,13375.65,0,24,19,0,1,6111,0,156.30677424584368,Low
B06074,24,Semi-Urban,Tailor,16792.0,0,19,28,0,2,6031,0,151.53309597238723,Medium
B06075,37,Rural,Handloom Weaver,15027.0,1,14,10,1,5,5408,1,125.87068578624948,Medium
B06076,37,Semi-Urban,Agriculture,9577.0,2,12,16,1,3,5341,0,145.60717908594418,Medium
B06077,50,Rural,Garment Manufacturer,26061.0,1,22,31,0,2,1360,1,195.2187005875777,Low
B06078,60,Rural,Handloom Weaver,16361.0,1,15,10,1,2,6324,1,141.91197817814384,Medium
B06079,31,Rural,Handloom Weaver,17737.0,2,6,10,0,4,5777,0,81.14065383285767,High
B06080,41,Semi-Urban,Handloom Weaver,13291.0,0,19,28,0,3,2911,0,145.18725299092605,Medium
B06081,41,Rural,Handloom Weaver,17517.0,1,2,12,0,4,6348,1,52.444103622109715,High
B06082,38,Semi-Urban,Handloom Weaver,13879.0,1,6,33,0,5,2710,0,105.21131944393832,High
B06083,49,Rural,Milk Vendor,14795.0,0,23,28,0,1,4132,0,170.96541641103667,Low
B06084,44,Urban,Tailor,17760.6,1,23,18,0,4,1211,1,158.3093809059737,Low
B06085,30,Semi-Urban,Milk Vendor,12814.0,0,11,28,0,5,4206,0,101.3418839967897,High
B06086,37,Rural,Handloom Weaver,15992.0,0,1,28,1,3,2333,1,96.66880399928002,High
